item_fat_content,item_identifier,item_type,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type,item_visibility,item_weight,sales,rating
Low Fat,NCQ54,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.02099336,17.70,166.8474,4
Low Fat,NCF54,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.07929947,18.00,170.5422,4
Low Fat,NCW42,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.09786509,18.20,221.8456,4
Low Fat,NCA30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.21647815,19.00,190.1872,4
Low Fat,NCG43,Household,2011,OUT010,Tier 3,Large,Grocery Store,0.12426161,20.20,93.6462,4
Low Fat,NCR30,Household,2011,OUT010,Tier 3,Large,Grocery Store,0.11882768,20.60,75.0696,4
Low Fat,FDJ07,Meat,2011,OUT010,Tier 3,Large,Grocery Store,0.02414202,7.26,117.4150,4
Low Fat,FDK15,Meat,2011,OUT010,Tier 3,Large,Grocery Store,0.16472457,10.80,98.4042,4
Low Fat,FDP39,Meat,2011,OUT010,Tier 3,Large,Grocery Store,0.11620316,12.65,53.5324,4
Low Fat,FDI19,Meat,2011,OUT010,Tier 3,Large,Grocery Store,0.08760487,15.10,242.2512,4
Low Fat,NCP55,Others,2011,OUT010,Tier 3,Large,Grocery Store,0.00000000,14.65,56.4614,4
Low Fat,NCN14,Others,2011,OUT010,Tier 3,Large,Grocery Store,0.15385153,19.10,185.1608,4
Low Fat,FDF33,Seafood,2011,OUT010,Tier 3,Large,Grocery Store,0.03604599,7.97,107.5596,4
Low Fat,FDF22,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.09512291,6.87,212.3218,4
Low Fat,FDX21,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.14221570,7.05,108.7912,4
Low Fat,FDE34,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.18058808,9.20,182.2634,4
Low Fat,FDI22,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.16103989,12.60,210.2612,4
Low Fat,FDR21,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.11203624,19.70,174.9370,4
Low Fat,FDH10,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.08252648,21.00,191.8478,4
Low Fat,FDW10,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.11829761,21.20,175.0370,4
Low Fat,DRG49,Soft Drinks,2011,OUT010,Tier 3,Large,Grocery Store,0.11290634,7.81,243.5486,4
Low Fat,DRE01,Soft Drinks,2011,OUT010,Tier 3,Large,Grocery Store,0.27978353,10.10,241.8512,4
Low Fat,DRI37,Soft Drinks,2011,OUT010,Tier 3,Large,Grocery Store,0.18009679,15.85,57.3904,4
Regular,FDY24,Baking Goods,2011,OUT010,Tier 3,Large,Grocery Store,0.22344026,4.88,52.2298,4
Regular,FDT24,Baking Goods,2011,OUT010,Tier 3,Large,Grocery Store,0.31109038,12.35,79.2328,4
Regular,FDU12,Baking Goods,2011,OUT010,Tier 3,Large,Grocery Store,0.12679176,15.50,262.1568,4
Regular,FDU60,Baking Goods,2011,OUT010,Tier 3,Large,Grocery Store,0.10026207,20.00,169.6132,4
Regular,FDQ47,Breads,2011,OUT010,Tier 3,Large,Grocery Store,0.28150951,7.16,33.8874,4
Regular,FDO11,Breads,2011,OUT010,Tier 3,Large,Grocery Store,0.05065723,8.00,249.9092,4
Regular,FDM25,Breakfast,2011,OUT010,Tier 3,Large,Grocery Store,0.10154201,10.70,173.7712,4
Regular,FDN49,Breakfast,2011,OUT010,Tier 3,Large,Grocery Store,0.20960008,17.25,40.3480,4
Regular,FDI38,Canned,2011,OUT010,Tier 3,Large,Grocery Store,0.02448243,13.35,205.7638,4
Regular,FDC14,Canned,2011,OUT010,Tier 3,Large,Grocery Store,0.06904249,14.50,41.4454,4
Regular,FDH14,Canned,2011,OUT010,Tier 3,Large,Grocery Store,0.07834792,17.10,141.8838,4
Regular,FDZ26,Dairy,2011,OUT010,Tier 3,Large,Grocery Store,0.24105561,11.60,238.5222,4
Regular,FDB40,Dairy,2011,OUT010,Tier 3,Large,Grocery Store,0.01262022,17.50,144.8102,4
Regular,FDY26,Dairy,2011,OUT010,Tier 3,Large,Grocery Store,0.05106837,20.60,213.0244,4
Regular,FDE28,Frozen Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.22185649,9.50,231.8668,4
Regular,FDW40,Frozen Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.17599193,14.00,140.7812,4
Regular,FDB41,Frozen Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.16288223,19.00,46.8718,4
Regular,FDH53,Frozen Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.03213642,20.50,83.9592,4
Regular,FDN08,Fruits and Vegetables,2011,OUT010,Tier 3,Large,Grocery Store,0.14790433,7.72,116.6466,4
Regular,FDW44,Fruits and Vegetables,2011,OUT010,Tier 3,Large,Grocery Store,0.05883593,9.50,170.2448,4
Regular,FDM08,Fruits and Vegetables,2011,OUT010,Tier 3,Large,Grocery Store,0.08968898,10.10,225.5088,4
Regular,FDZ08,Fruits and Vegetables,2011,OUT010,Tier 3,Large,Grocery Store,0.00000000,12.50,80.8592,4
Regular,FDS19,Fruits and Vegetables,2011,OUT010,Tier 3,Large,Grocery Store,0.10746982,13.80,77.8012,4
Regular,FDC21,Fruits and Vegetables,2011,OUT010,Tier 3,Large,Grocery Store,0.07190426,14.60,106.8254,4
Regular,FDZ07,Fruits and Vegetables,2011,OUT010,Tier 3,Large,Grocery Store,0.15715481,15.10,62.2194,4
Regular,FDD56,Fruits and Vegetables,2011,OUT010,Tier 3,Large,Grocery Store,0.17370355,15.20,175.8054,4
Regular,FDL32,Fruits and Vegetables,2011,OUT010,Tier 3,Large,Grocery Store,0.20498454,15.70,111.0544,4
Regular,FDT56,Fruits and Vegetables,2011,OUT010,Tier 3,Large,Grocery Store,0.19347800,16.00,55.9246,4
Regular,FDY56,Fruits and Vegetables,2011,OUT010,Tier 3,Large,Grocery Store,0.10446390,16.35,227.1062,4
Regular,FDP44,Fruits and Vegetables,2011,OUT010,Tier 3,Large,Grocery Store,0.13342418,16.50,102.2332,4
Regular,FDW32,Fruits and Vegetables,2011,OUT010,Tier 3,Large,Grocery Store,0.15783357,18.35,87.5882,4
Regular,FDR20,Fruits and Vegetables,2011,OUT010,Tier 3,Large,Grocery Store,0.00000000,20.00,46.4744,4
Regular,FDX31,Fruits and Vegetables,2011,OUT010,Tier 3,Large,Grocery Store,0.02481502,20.35,234.0958,4
Regular,FDJ20,Fruits and Vegetables,2011,OUT010,Tier 3,Large,Grocery Store,0.16767231,20.70,124.2388,4
Regular,FDP03,Meat,2011,OUT010,Tier 3,Large,Grocery Store,0.10239789,5.15,122.1388,4
Regular,FDY39,Meat,2011,OUT010,Tier 3,Large,Grocery Store,0.07871639,5.31,183.5608,4
Regular,FDT51,Meat,2011,OUT010,Tier 3,Large,Grocery Store,0.01827582,11.65,110.8544,4
Regular,FDX39,Meat,2011,OUT010,Tier 3,Large,Grocery Store,0.08314770,14.30,210.1586,4
Regular,FDQ51,Meat,2011,OUT010,Tier 3,Large,Grocery Store,0.02937724,16.00,46.1718,4
Regular,FDJ57,Seafood,2011,OUT010,Tier 3,Large,Grocery Store,0.03610986,7.42,186.5582,4
Regular,FDS45,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.04937018,5.18,106.7622,4
Regular,FDF34,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.02346559,9.30,197.6084,4
Regular,FDG58,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.14525394,10.70,156.8972,4
Regular,FDG34,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.06288520,11.50,106.7254,4
Regular,FDW09,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.04338613,13.65,80.2302,4
Regular,FDT10,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.10384978,16.70,58.8562,4
Regular,DRA59,Soft Drinks,2011,OUT010,Tier 3,Small,Grocery Store,0.21412513,8.27,183.9924,4
Regular,DRA24,Soft Drinks,2011,OUT010,Tier 3,Small,Grocery Store,0.06683168,19.35,163.8868,4
Regular,DRL01,Soft Drinks,2011,OUT010,Tier 3,Small,Grocery Store,0.12917064,19.50,233.9958,4
Regular,FDD47,Starchy Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.23836644,7.60,171.8448,4
Regular,FDH47,Starchy Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.21561193,13.50,98.6068,4
Low Fat,DRK59,Hard Drinks,2011,OUT010,Tier 3,Small,Grocery Store,0.12628754,8.90,235.5616,4
Low Fat,NCX54,Household,2011,OUT010,Tier 3,Small,Grocery Store,0.08044237,9.20,107.7622,4
Low Fat,NCI31,Others,2011,OUT010,Tier 3,Small,Grocery Store,0.13612499,20.00,38.3190,4
Regular,FDM12,Baking Goods,2011,OUT010,Tier 3,Small,Grocery Store,0.11702671,16.70,189.2214,4
Regular,FDL14,Canned,2011,OUT010,Tier 3,Small,Grocery Store,0.05382735,8.12,155.2972,4
Regular,FDL52,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.07714555,6.64,39.8506,4
Regular,FDF56,Fruits and Vegetables,2011,OUT010,Tier 3,Small,Grocery Store,0.19995527,16.70,182.3976,4
Regular,FDC59,Starchy Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.09143758,16.70,64.3168,4
Low Fat,FDK14,Canned,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04107158,6.98,82.5934,4
Low Fat,FDD02,Canned,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00000000,16.60,117.3124,4
Low Fat,FDC17,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01544786,12.15,211.2928,4
Low Fat,FDQ16,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04170367,19.70,109.1912,4
Low Fat,FDA19,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.05508162,7.52,128.8994,4
Low Fat,NCT41,Health and Hygiene,2014,OUT013,Tier 3,Large,Supermarket Type1,0.05594370,15.70,150.6024,4
Low Fat,NCM30,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.06723940,19.10,39.6796,4
Low Fat,NCQ43,Others,2014,OUT013,Tier 3,Large,Supermarket Type1,0.11120900,17.75,107.7912,4
Low Fat,NCM26,Others,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02312394,20.50,154.6340,4
Low Fat,FDW24,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03746585,6.80,47.5034,4
Low Fat,FDY59,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03137731,8.20,93.6462,4
Regular,FDQ03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07799950,15.00,238.0248,4
Low Fat,FDS12,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.17397365,9.10,126.5362,4
Low Fat,FDZ12,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.10289312,9.17,141.9470,4
Low Fat,FDA23,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04714777,9.80,102.4016,4
Low Fat,FDI24,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.07867828,10.30,177.0370,4
Low Fat,FDC37,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03284600,15.50,106.7938,4
Low Fat,FDO12,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.05488482,15.75,195.3452,4
Low Fat,FDP60,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00000000,17.35,101.9016,4
Low Fat,FDW48,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00853372,18.00,78.5618,4
Low Fat,FDO60,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03434093,20.00,45.4086,4
Low Fat,FDS60,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03242152,20.85,181.6660,4
Low Fat,FDQ23,Breads,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02450542,6.55,102.9332,4
Low Fat,FDX59,Breads,2014,OUT013,Tier 3,Large,Supermarket Type1,0.05161828,10.20,31.9558,4
Low Fat,FDR35,Breads,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02068050,12.50,197.2742,4
Low Fat,FDR23,Breads,2014,OUT013,Tier 3,Large,Supermarket Type1,0.08171946,15.85,178.0370,4
Low Fat,FDO23,Breads,2014,OUT013,Tier 3,Large,Supermarket Type1,0.14630550,17.85,94.1436,4
Low Fat,FDM13,Breakfast,2014,OUT013,Tier 3,Large,Supermarket Type1,0.06312275,6.43,131.3626,4
Low Fat,FDQ37,Breakfast,2014,OUT013,Tier 3,Large,Supermarket Type1,0.08918639,20.75,193.3478,4
Low Fat,FDK50,Canned,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02833960,7.96,162.4894,4
Low Fat,FDS49,Canned,2014,OUT013,Tier 3,Large,Supermarket Type1,0.07927949,9.00,77.2644,4
Low Fat,FDE26,Canned,2014,OUT013,Tier 3,Large,Supermarket Type1,0.08893170,9.30,143.3786,4
Low Fat,FDQ13,Canned,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01063275,11.10,82.5908,4
Low Fat,FDY13,Canned,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03010234,12.10,74.7670,4
Low Fat,FDC38,Canned,2014,OUT013,Tier 3,Large,Supermarket Type1,0.12239203,15.70,133.1942,4
Low Fat,FDX37,Canned,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00000000,16.20,100.5700,4
Low Fat,FDO50,Canned,2014,OUT013,Tier 3,Large,Supermarket Type1,0.07810369,16.25,91.1804,4
Low Fat,FDG26,Canned,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04261436,18.85,255.3330,4
Low Fat,DRI03,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02268480,6.03,178.1028,4
Low Fat,DRG15,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00000000,6.13,60.1536,4
Low Fat,FDS14,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04992230,7.29,156.9288,4
Low Fat,FDB16,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04488840,8.21,87.3198,4
Low Fat,FDA15,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01600906,9.30,250.6092,4
Low Fat,FDY14,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.06998191,10.30,263.0226,4
Low Fat,FDR14,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.17390419,11.65,52.3298,4
Low Fat,FDW50,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.07551515,13.10,167.2158,4
Low Fat,FDX02,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.05701261,16.00,225.0404,4
Low Fat,FDK51,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00523079,19.85,265.1884,4
Low Fat,FDV14,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04446045,19.85,88.7856,4
Low Fat,FDR26,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04280113,20.70,178.3028,4
Low Fat,FDO28,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.07223820,5.77,120.0098,4
Low Fat,FDN40,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.08638484,5.88,153.2998,4
Low Fat,FDR04,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02254820,7.08,95.7068,4
Low Fat,FDF16,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.08606070,7.30,149.8076,4
Low Fat,FDD17,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03259980,7.50,238.1906,4
Low Fat,FDC53,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00882834,8.68,99.9384,4
Low Fat,FDK16,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.11523381,9.07,94.4094,4
Low Fat,FDL16,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.16831268,12.85,45.9060,4
Low Fat,FDX40,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.09891076,12.85,37.6164,4
Low Fat,FDS40,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01400773,15.35,38.3190,4
Low Fat,FDF04,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00000000,17.50,258.3304,4
Low Fat,FDX16,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.06575528,17.85,151.5050,4
Low Fat,FDF09,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01213880,6.22,39.2848,4
Low Fat,FDU32,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00000000,8.79,120.5414,4
Low Fat,FDK56,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.12988983,9.70,185.3898,4
Low Fat,FDP19,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00000000,11.50,129.3652,4
Low Fat,FDY07,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.12150063,11.80,46.8402,4
Low Fat,FDM44,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03102384,12.50,104.0990,4
Low Fat,FDH32,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.07599674,12.80,97.1410,4
Low Fat,FDF20,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03319252,12.85,199.0768,4
Low Fat,FDD09,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00000000,13.50,179.9976,4
Low Fat,FDC44,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.17245325,15.60,115.1518,4
Low Fat,FDP07,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.08982696,18.20,197.1110,4
Low Fat,FDY19,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04133051,19.75,115.8466,4
Low Fat,FDM32,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02058789,20.50,89.5830,4
Low Fat,DRN35,Hard Drinks,2014,OUT013,Tier 3,Large,Supermarket Type1,0.07018913,8.01,37.9532,4
Low Fat,DRQ35,Hard Drinks,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04225626,9.30,124.4388,4
Low Fat,DRN47,Hard Drinks,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01681275,12.10,180.6660,4
Low Fat,DRP47,Hard Drinks,2014,OUT013,Tier 3,Large,Supermarket Type1,0.14048631,15.75,252.7382,4
Low Fat,DRM23,Hard Drinks,2014,OUT013,Tier 3,Large,Supermarket Type1,0.13562027,16.60,172.9422,4
Low Fat,NCO05,Health and Hygiene,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04652070,7.27,97.7384,4
Low Fat,NCX29,Health and Hygiene,2014,OUT013,Tier 3,Large,Supermarket Type1,0.08907834,10.00,147.1102,4
Low Fat,NCO29,Health and Hygiene,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03222935,11.15,163.2526,4
Low Fat,NCS05,Health and Hygiene,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02096062,11.50,133.2942,4
Low Fat,NCW29,Health and Hygiene,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02883894,14.00,129.3310,4
Low Fat,NCV41,Health and Hygiene,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01702460,14.35,109.8228,4
Low Fat,NCP53,Health and Hygiene,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03286298,14.75,238.6906,4
Low Fat,NCD42,Health and Hygiene,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01262733,16.50,38.7506,4
Low Fat,NCJ05,Health and Hygiene,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04604992,18.70,151.9682,4
Low Fat,NCU41,Health and Hygiene,2014,OUT013,Tier 3,Large,Supermarket Type1,0.05201150,18.85,190.3846,4
Low Fat,NCL05,Health and Hygiene,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04785780,19.60,45.0770,4
Low Fat,NCX53,Health and Hygiene,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01492541,20.10,143.4154,4
Low Fat,NCF55,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02164831,6.68,35.6874,4
Low Fat,NCS06,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03171033,7.94,263.0910,4
Low Fat,NCP14,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.11019798,8.28,104.2306,4
Low Fat,NCH43,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.07051019,8.42,214.4192,4
Low Fat,NCT54,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.11943613,8.70,94.7094,4
Low Fat,NCD43,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01600663,8.85,105.6964,4
Low Fat,NCE19,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.09293722,8.97,54.6956,4
Low Fat,NCK18,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00669253,9.60,164.9184,4
Low Fat,NCJ54,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.06001713,9.90,230.8642,4
Low Fat,NCE18,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02140751,10.00,248.1750,4
Low Fat,NCZ42,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01127854,10.50,237.0248,4
Low Fat,NCQ06,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04178972,13.00,256.1014,4
Low Fat,NCW18,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.05927545,15.10,238.9248,4
Low Fat,NCG55,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03911359,16.25,116.0176,4
Low Fat,NCC30,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02755625,16.60,176.6344,4
Low Fat,NCI55,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01264304,18.60,119.8414,4
Low Fat,NCI42,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01035692,18.75,208.3954,4
Low Fat,NCA30,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.12922610,19.00,190.5872,4
Low Fat,NCD30,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02682692,19.70,98.7726,4
Low Fat,NCG30,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.11222775,20.20,123.5046,4
Low Fat,NCG43,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.07417767,20.20,93.2462,4
Low Fat,NCI30,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.05888648,20.25,245.5460,4
Low Fat,NCY30,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02593166,20.25,182.5976,4
Low Fat,NCQ42,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03923553,20.35,127.2678,4
Low Fat,NCE54,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02687747,20.70,74.6354,4
Low Fat,NCD54,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02898480,21.10,146.1786,4
Low Fat,FDA39,Meat,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01270736,6.32,41.0822,4
Low Fat,FDL43,Meat,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02704186,10.10,77.5670,4
Low Fat,FDV39,Meat,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00727383,11.30,196.6426,4
Low Fat,FDI19,Meat,2014,OUT013,Tier 3,Large,Supermarket Type1,0.05229551,15.10,242.9512,4
Low Fat,FDH19,Meat,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03306094,19.35,172.4738,4
Low Fat,NCM07,Others,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03992858,9.40,83.2908,4
Low Fat,NCM43,Others,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01945916,14.50,161.6210,4
Low Fat,FDH21,Seafood,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03119903,10.40,159.4604,4
Low Fat,FDL33,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.09987934,7.24,195.1452,4
Low Fat,FDQ09,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.05808383,7.24,113.6834,4
Low Fat,FDD58,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.05930285,7.76,98.7700,4
Low Fat,FDK21,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01000399,7.91,250.7408,4
Low Fat,FDA58,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.10366490,9.40,233.6932,4
Low Fat,FDW34,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03554953,9.60,244.1170,4
Low Fat,FDV09,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02055146,12.10,146.6734,4
Low Fat,FDA21,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03593078,13.65,184.4924,4
Low Fat,FDZ45,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.06682033,14.10,198.9084,4
Low Fat,FDN09,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03484567,14.15,242.7828,4
Low Fat,FDY21,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00000000,15.10,195.2110,4
Low Fat,FDM33,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.08764669,15.60,221.5798,4
Low Fat,FDL34,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04091182,16.00,141.2496,4
Low Fat,FDV45,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04500995,16.75,186.8556,4
Low Fat,FDX45,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.10476854,16.75,155.1630,4
Low Fat,FDZ10,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04442649,17.85,124.9020,4
Low Fat,DRC25,Soft Drinks,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04533410,5.73,87.0882,4
Low Fat,DRD12,Soft Drinks,2014,OUT013,Tier 3,Large,Supermarket Type1,0.07712932,6.96,92.7146,4
Low Fat,DRE48,Soft Drinks,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01731131,8.43,197.8768,4
Low Fat,DRH13,Soft Drinks,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02386608,8.58,107.1280,4
Low Fat,DRK12,Soft Drinks,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04185146,9.50,31.4900,4
Low Fat,DRN37,Soft Drinks,2014,OUT013,Tier 3,Large,Supermarket Type1,0.09621726,9.60,168.5158,4
Low Fat,DRA12,Soft Drinks,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04091182,11.60,142.3154,4
Low Fat,DRB25,Soft Drinks,2014,OUT013,Tier 3,Large,Supermarket Type1,0.06940192,12.30,107.9938,4
Low Fat,DRD13,Soft Drinks,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04903862,15.00,65.4168,4
Low Fat,DRM37,Soft Drinks,2014,OUT013,Tier 3,Large,Supermarket Type1,0.09631759,15.35,197.3768,4
